title,type,duration,genre,synopsis,note,episode_nb,season_nb,date,actors,original_language,original_country
Cobra Kai,TV Series,"30,m","Action,Comedy,Drama","Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.",8.6,41,,"May 2, 2018 (France)","Courtney Henggeler,Mary Mouser,Tanner Buchanan,Ralph Macchio,Xolo Maridueña,William Zabka,Jacob Bertrand,Gianni DeCenzo,Martin Kove,Vanessa Rubio,Peyton List,Aedin Mincks,Owen Morgan,Khalil Everage,Nichole Brown,Hannah Kepple,Joe Seo,Griffin Santopietro",English,United States
The Family Man,TV Series,"45,m","Action,Comedy,Drama","A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job.",8.8,19,,"September 20, 2019 (France)","Manoj Bajpayee,Samantha Ruth Prabhu,Priyamani,Sharib Hashmi,Ashlesha Thakur,Vedant Sinha,Shahab Ali,Shreya Dhanwanthary,Sharad Kelkar,Dalip Tahil,Darshan Kumaar,Sunny Hinduja,Aritro Rudraneil Banerjee,Pawan Chopra,Neeraj Madhav,Mime Gopi,Srikrishna Dayal,Vijay Vikram Singh",Hindi,India
The Eric Andre Show,TV Series,"11,m",Comedy,"Eric Andre tries to host a talk show in a bizarre environment, where he is sometimes the player of pranks and sometimes the victim.",8.6,59,,"May 20, 2012 (United States)","Eric André,Hannibal Buress,Robert Smith,Tom Ato,Early McCalister,Pfelton Sutton,Jerry Wheeler,Adora Dei,John Bueno,JV Smith,Jermaine Fowler,Tom Kane,Felipe Esparza,Duane R. Shepard Sr.,Don Peake,Sumiyo Iwasawa,Emilio Palame,Harold Cannon",English,United States
Yellowstone,TV Series,"1,h","Drama,Western",A ranching family in Montana faces off against others encroaching on their land.,8.7,37,,"April 23, 2021 (France)","Kevin Costner,Luke Grimes,Kelly Reilly,Wes Bentley,Cole Hauser,Kelsey Asbille,Brecken Merrill,Jefferson White,Gil Birmingham,Forrie J. Smith,Denim Richards,Ian Bohen,Mo Brings Plenty,Jake Ream,Danny Huston,Ryan Bingham,Wendy Moniz-Grillo,Jen Landon",English,United States
Justified,TV Series,"44,m","Action,Crime,Drama","U.S. Marshal Raylan Givens is reassigned from Miami to his childhood home in the poor, rural coal mining towns of eastern Kentucky.",8.6,78,,"January 20, 2011 (France)","Timothy Olyphant,Nick Searcy,Joelle Carter,Jacob Pitts,Erica Tazel,Walton Goggins,Natalie Zea,Jere Burns,David Meunier,Jonathan Kowalsky,Rick Gomez,Raymond J. Barry,Jesse Luken,Damon Herriman,Jeremy Davies,Justin Welborn,Mykelti Williamson,Kaitlyn Dever",English,United States
Making a Murderer,TV Series,"1,h","Documentary,Crime","Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime.",8.5,20,,"December 18, 2015 (France)","Steven Avery,Dolores Avery,Laura Nirider,Dean Strang,Jerry Buting,Allan Avery,Kathleen Zellner,Barb Tadych,Ken Kratz,Brendan Dassey,Steven Drizin,Len Kachinsky,Kim Ducat,Sandra Greenman,Stephen Glynn,Peter Dassey,Robert Dvorak,Chuck Avery",English,United States
Voyage dans l'espace-temps,TV Series,"1,h",Documentary,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there bef..., ",8.6,62,,"June 9, 2010 (United States)","Morgan Freeman,Sean Carroll,Michio Kaku,Kip Thorne,Carlos Frenk,Max Tegmark,Lee Smolin,Paul Davies,Janna Levin,Frank Tipler,Frank Close,Michael Persinger,Andy Albrecht,Paul Steinhardt,Will Wright,David Spergel,Alan Guth,Steve Nahn",English,United States
Hercule Poirot,TV Series,"1,h, ,40,m","Crime,Drama,Mystery","The cases of eccentric, but sharp, Belgian detective Hercule Poirot.",8.6,70,,"December 4, 1995 (France)","David Suchet,Hugh Fraser,Philip Jackson,Pauline Moran,David Yelland,Zoë Wanamaker,Richard Bebb,George Little,Phillip Manikum,Jona Jones,Patrick Ryecart,Nicholas Farrell,Barbara Barnes,John Carson,Richard Hope,Richard Durden,Sean Pertwee,Beatie Edney","English,French",United Kingdom
Yeh Meri Family,TV Series,"30,m","Comedy,Drama,Family",Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.,9.1,7,1 Season,"July 12, 2018 (India)","Vishesh Bansal,Mona Singh,Akarsh Khurana,Ahan Nirban,Ruhi Khan,Prasad Reddy,Revathi Pillai,Brij Bhushan Shukla,Nishaad Javeri,Burjor Dastur,Jai Shankar Tripathi,Mazda Taraporewala,Dinesh,Aman Malhotra,Mukesh Yadav,Rajiv Kachroo,Vijay Koshy,Abhay Pannu",Hindi,India
QI,TV Series,"30,m","Comedy,Game-Show","A comedy panel game in which being Quite Interesting is more important than being right. Sandi Toksvig is joined each week by four comedians to share anecdotes and trivia, and maybe answer s..., ",8.6,305,,"September 11, 2003 (United Kingdom)","Alan Davies,Stephen Fry,Sandi Toksvig,Phill Jupitus,Bill Bailey,Jimmy Carr,Jo Brand,David Mitchell,Sean Lock,Rich Hall,Ross Noble,Jason Manford,Clive Anderson,Aisling Bea,Sue Perkins,Rob Brydon,Josh Widdicombe,Jeremy Clarkson",English,United Kingdom
Dopesick,TV Mini Series,"2,h",Drama,"The series takes viewers to the epicenter of America's struggle with opioid addiction, from the boardrooms of Purdue Pharma, to a distressed Virginia mining community, to the hallways of the..., ",8.8,8,1 Season,"October 13, 2021 (United States)","Michael Keaton,Peter Sarsgaard,Michael Stuhlbarg,Will Poulter,John Hoogenakker,Kaitlyn Dever,Rosario Dawson,Jake McDorman,Will Chase,Phillipa Soo,Raúl Esparza,Arischa Conner,Ian Unterman,Brendan Patrick Connor,Andrea Frankle,Lawrence Arancio,Winsome Brown,Andrés Erickson",English,United States
Crash Landing on You,TV Series,"1,h, ,10,m","Adventure,Comedy,Romance","The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love wi..., ",8.7,19,1 Season,"December 14, 2019 (France)","Hyun Bin,Son Ye-jin,Seo Ji-hye,Kim Jung-hyun,Yang Kyung-won,Yoo Su-bin,Lee Sin-young,Tang Joon-sang,Kim Sun-young,Jang So-yeon,Kim Jung-nan,Cha Cheong-hwa,Oh Man-seok,Park Hyoung-soo,Go Gyu-pil,Park Myeong-hoon,Kim Young-min,Hwang Woo-seul-hye",Korean,South Korea
Behzat Ç.: Bir Ankara Polisiyesi,TV Series,"1,h, ,30,m",,,8.8,105,,"September 19, 2010 (Turkey)","Erdal Besikçioglu,Inanç Konukçu,Ege Aydan,Berkan Sal,Mustafa Balci,Ayça Eren,Fatih Artman,Seda Bakan,Eray Eserol,Berke Üzrek,Zeynep Koltuk,Canan Erguder,Hakan Hatipoglu,Elvin Besikcioglu,Nejat Isler,Güven Kiraç,Pelinsu Pir,Ayça Varlier",Turkish,Turkey
Kenshin le Vagabond - Le Chapitre de la Mémoire,TV Mini Series,"1,h, ,58,m","Animation,Action,Adventure","In the era of Japan's Meiji Restoration, an assassin regains his humanity.",8.6,4,1 Season,"February 20, 1999 (Japan)","Mayo Suzukaze,Junko Iwao,Nozomu Sasaki,Masami Suzuki,Shûichi Ikeda,Tomokazu Seki,Wataru Takagi,Ryûsei Nakao,Hirotaka Suzuoki,Akari Hibino,Minoru Uchida,Tetsuya Iwanaga,Satoshi Tsuruoka,Mitsuaki Hoshino,Hiromi Setsu,Rikiya Koyama,Hiroshi Takahashi,Hiroshi Shimozaki",Japanese,Japan
The Newsroom,TV Series,"55,m",Drama,"A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor.",8.6,25,,"November 17, 2012 (France)","Jeff Daniels,Emily Mortimer,John Gallagher Jr.,Alison Pill,Thomas Sadoski,Dev Patel,Olivia Munn,Sam Waterston,Chris Chalk,Margaret Judson,Adina Porter,John F. Carpenter,Thomas Matthews,Trieu Tran,Charlie Weirauch,Wynn Everett,Riley Voelkel,Chris Messina",English,United States
Panchayat,TV Series,"35,m","Comedy,Drama","A comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a Panchayat office in a remote village of Uttar Prad..., ",8.8,8,1 Season,"April 3, 2020 (France)","Jitendra Kumar,Raghuvir Yadav,Chandan Roy,Faisal Malik,Neena Gupta,Biswapati Sarkar,Pooja Singh,Subendhu Chakraborty,Sushil Tondon,Mubarak Khan,Kamal Rai,Govind Lobhani,Bal Mukund Rai,Salim Ansari,Mohd. Shakir,Dinesh Tiwaru,Kailash Karoshiya,Durgesh Kumar",Hindi,India
Daredevil,TV Series,"54,m","Action,Crime,Drama","A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",8.6,39,,"April 10, 2015 (France)","Charlie Cox,Vincent D'Onofrio,Deborah Ann Woll,Elden Henson,Royce Johnson,Geoffrey Cantor,Jay Ali,Jon Bernthal,Stephen Rider,Wilson Bethel,Ayelet Zurer,Peter McRobbie,Amy Rutberg,Elodie Yung,Toby Leonard Moore,Joanne Whalley,Vondie Curtis-Hall,Bob Gunton",English,United States
Archer,TV Series,"22,m","Animation,Action,Comedy",Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,8.6,135,,"April 5, 2014 (France)","H. Jon Benjamin,Judy Greer,Amber Nash,Chris Parnell,Aisha Tyler,Jessica Walter,Lucky Yates,Adam Reed,Dave Willis,George Coe,Tom Kane,Jeffrey Tambor,Peter Newman,Maggie Wheeler,Leigh Jackson,Christian Slater,Ron Leibman,Neal Holman",English,United States
Blackadder the Third,TV Series,"3,h",,,8.6,6,1 Season,"September 17, 1987 (United Kingdom)","Rowan Atkinson,Tony Robinson,Hugh Laurie,Helen Atkinson Wood,Robbie Coltrane,Hugh Paddick,Kenneth Connor,Stephen Fry,Vincent Hanna,Tim McInnerny,Miranda Richardson,Warren Clarke,Lee Cornes,Gertan Klauber,Denis Lill,Nigel Planer,Chris Barrie,Ben Elton",English,United Kingdom
The Bugs Bunny Show,TV Series,"30,m",,,8.6,78,,"October 11, 1960 (United States)","Mel Blanc,June Foray,Jim Backus,Bea Benaderet,Julie Bennett,Billy Bletcher,Daws Butler,Stan Freberg,Ben Frommer,Joan Gerber,Hal Smith,B.J. Ward,Arthur Q. Bryan",English,United States
Le jeu de la dame,TV Mini Series,"6,h, ,35,m",Drama,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.",8.6,7,1 Season,"October 23, 2020 (France)","Anya Taylor-Joy,Chloe Pirrie,Bill Camp,Marcin Dorocinski,Marielle Heller,Thomas Brodie-Sangster,Moses Ingram,Harry Melling,Isla Johnston,Janina Elkin,Matthew Dennis Lewis,Russell Dennis Lewis,Patrick Kennedy,Christiane Seidel,Jacob Fortune-Lloyd,Akemnji Ndifornyen,Annabeth Kelly,Dolores Carbonari","English,French,Spanish,Russian",United States
Yes Minister,TV Series,"30,m",Comedy,"The Right Honorable James Hacker has landed the plum job of Cabinet Minister to the Department of Administration. At last he is in a position of power and can carry out some long-needed refo..., ",8.6,22,,"February 25, 1980 (United Kingdom)","Paul Eddington,Nigel Hawthorne,Derek Fowlds,Diana Hoddinott,John Nettleton,Neil Fitzwiliam,Arthur Cox,John Savident,John Pennington,Antony Carrick,Robert Dougall,Richard Vernon,Tenniel Evans,John Barron,Ian Lavender,Nigel Stock,Edward Jewesbury,Rosemary Williams",English,United Kingdom
Dexter,TV Series,"53,m","Crime,Drama,Mystery","He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in th..., ",8.6,96,,"May 17, 2007 (France)","Michael C. Hall,Jennifer Carpenter,David Zayas,James Remar,C.S. Lee,Luna Lauren Velez,Desmond Harrington,Julie Benz,Christina Robinson,Geoff Pierson,Preston Bailey,Aimee Garcia,Luke Andrew Kruntchev,Erik King,Evan George Kruntchev,Dana L. Wilson,Yvonne Strahovski,David Ramsey","English,Spanish",United States
Father Ted,TV Series,"25,m",Comedy,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.",8.6,25,,"April 21, 1995 (United Kingdom)","Dermot Morgan,Ardal O'Hanlon,Frank Kelly,Pauline McLynn,Tony Guilfoyle,Patrick Drury,Rynagh O'Grady,Maurice O'Donoghue,Arthur Mathews,Don Wycherley,Pat Shortt,Jim Norton,Graham Norton,Don Foley,Paul Woodfull,Joe Taylor,Tom Farrelly,Rosemary Henderson",English,United Kingdom
The Haunting of Hill House,TV Mini Series,"9,h, ,32,m","Drama,Horror,Mystery","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",8.6,10,1 Season,"October 12, 2018 (France)","Michiel Huisman,Carla Gugino,Henry Thomas,Elizabeth Reaser,Oliver Jackson-Cohen,Kate Siegel,Victoria Pedretti,Lulu Wilson,Mckenna Grace,Paxton Singleton,Julian Hilliard,Violet McGraw,Timothy Hutton,Anthony Ruivivar,Samantha Sloyan,Annabeth Gish,Robert Longstreet,Olive Elise Abercrombie",English,United States
Anne with an E,TV Series,"1,h","Drama,Family","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's class..., ",8.7,27,,"May 12, 2017 (France)","Amybeth McNulty,Geraldine James,R.H. Thomson,Dalila Bela,Lucas Jade Zumann,Corrine Koslo,Helen Johns,Aymeric Jett Montaz,Kyla Matthews,Jonathan Holmes,Lia Pappas-Kemps,Jacob Ursomarzo,Dalmar Abuzeid,Miranda McKeon,Jacob Horsley,Glenna Walters,Christian Martyn,Philip Williams","Micmac,French,English",Canada
This Is Us,TV Series,"45,m","Comedy,Drama,Romance","A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents.",8.6,90,,"October 30, 2016 (France)","Milo Ventimiglia,Mandy Moore,Sterling K. Brown,Chrissy Metz,Justin Hartley,Susan Kelechi Watson,Chris Sullivan,Eris Baker,Faithe Herman,Jon Huertas,Mackenzie Hancsicsak,Parker Bates,Hannah Zeile,Lonnie Chavis,Niles Fitch,Logan Shroyer,Lyric Ross,Ron Cephas Jones",English,United States
Monster,TV Series,"24,m","Animation,Crime,Drama",A brilliant neurosurgeon finds his life in utter turmoil after getting involved with a psychopathic former patient.,8.6,75,1 Season,"February 10, 2006 (France)","Hidenobu Kiuchi,Liam O'Brien,Mamiko Noto,Karen Strassman,Nozomu Sasaki,Tsutomu Isobe,Richard Epcar,Junko Takeuchi,Keith Silverstein,Ichirô Nagai,Mami Koyama,Tara Platt,Michael McConnohie,Paul St. Peter,Takayuki Sugô,Hideyuki Tanaka,Laura Bailey,Patrick Seitz","English,Japanese",Japan
Battlestar Galactica,TV Mini Series,"3,h, ,3,m","Action,Adventure,Drama","Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for..., ",8.6,2,1 Season,"January 15, 2005 (France)","Edward James Olmos,Mary McDonnell,Katee Sackhoff,Jamie Bamber,James Callis,Tricia Helfer,Callum Keith Rennie,Grace Park,Michael Hogan,Matthew Bennett,Paul Campbell,Aaron Douglas,Barclay Hope,Lorena Gale,Kandyse McClure,Connor Widdows,John Mann,Alessandro Juliani",English,United States
Gullak,TV Series,,"Comedy,Drama,Family","Set in quaint by-lanes in the heart of India, Gullak is a collection of disarming and relatable tales of the Mishra family.",9.1,10,,"June 27, 2019 (India)","Jameel Khan,Geetanjali Kulkarni,Vaibhav Raj Gupta,Harsh Mayar,Shivankit Singh Parihar,Sunita Rajwar,Deepak Kumar Mishra,Saad Bilgrami,Ashwini,Ajay Pal,Abhishake Jha,Rudra Pratap Singh Parihar,Amar Singh Parihar,Dev Kumar,Bilal Khan,Gaurav Sarathe,Shaid Khan,Sweta Joshi",Hindi,India
Westworld,TV Series,"1,h, ,2,m","Drama,Mystery,Sci-Fi","Set at the intersection of the near future and the reimagined past, explore a world in which every human appetite can be indulged without consequence.",8.6,36,,"October 3, 2016 (France)","Evan Rachel Wood,Jeffrey Wright,Ed Harris,Thandiwe Newton,Tessa Thompson,James Marsden,Luke Hemsworth,Angela Sarafyan,Anthony Hopkins,Simon Quarterman,Rodrigo Santoro,Shannon Woodward,Jimmi Simpson,Talulah Riley,Ptolemy Slocum,Leonardo Nam,Aaron Paul,Ingrid Bolsø Berdal",English,United States
Jujutsu Kaisen,TV Series,"24,m","Animation,Action,Adventure","A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself..., ",8.7,24,1 Season,"October 2, 2020 (France)","Junya Enoki,Adam McArthur,Yûichi Nakamura,Yuma Uchida,Asami Seto,Mitsuo Iwata,Chris Tergliafera,Nobunaga Shimazaki,Tomokazu Seki,Mikako Komatsu,Koki Uchiyama,Jun'ichi Suwabe,Tara Sands,Kenjirô Tsuda,Shigeru Chiba,Takaya Kuroda,Amber Lee Connors,Takahiro Sakurai",Japanese,Japan
Gomorra: La serie,TV Series,"55,m","Crime,Drama,Thriller",Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.,8.7,58,,"January 19, 2015 (France)","Salvatore Esposito,Marco D'Amore,Cristiana Dell'Anna,Fortunato Cerlino,Ivana Lotito,Fabio De Caro,Cristina Donadio,Christian Giroso,Giovanni Buselli,Arturo Muselli,Alessandro Palladino,Roberto Oliveri,Riccardo Ciccarelli,Carmine Monaco,Lino Musella,Francesco Capriello,Marco Palvetti,Salvatore Vacca","Italian,Neapolitan","Italy,Germany"
Mindhunter,TV Series,"1,h","Crime,Drama,Thriller","Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.",8.6,19,,"October 13, 2017 (France)","Jonathan Groff,Holt McCallany,Anna Torv,Hannah Gross,Sonny Valicenti,Stacey Roca,Joe Tuttle,Zachary Scott Ross,Cotter Smith,Albert Jones,Lauren Glazier,Michael Cerveris,Dohn Norwood,Gareth Williams,June Carryl,Cameron Britton,Nate Corddry,Sierra Aylina McClain",English,United States
Friday Night Lights,TV Series,"44,m","Drama,Sport","A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.",8.6,76,,"January 9, 2008 (France)","Kyle Chandler,Connie Britton,Zach Gilford,Aimee Teegarden,Brad Leland,Taylor Kitsch,Jesse Plemons,Derek Phillips,Blue Deckert,Minka Kelly,Adrianne Palicki,Timothy F. Crowley,Louanne Stephens,Stacey Oristano,Scott Porter,Gaius Charles,David Cowgill,Gary Teague",English,United States
La Ligue des justiciers: Nouvelle Génération,TV Series,"23,m","Animation,Action,Adventure",Teenage superheroes strive to prove themselves as members of the Justice League.,8.6,98,,"June 2, 2012 (France)","Danica McKellar,Nolan North,Jesse McCartney,Stephanie Lemelin,Khary Payton,Jason Spisak,Zehra Fazal,Bruce Greenwood,Troy Baker,Crispin Freeman,Kevin Michael Richardson,Masasa Moyo,Grey Griffin,Phil LaMarr,Eric Lopez,Greg Cipes,Jason Marsden,Dee Bradley Baker",English,United States
X Files: aux frontières du réel,TV Series,"45,m","Crime,Drama,Mystery","Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.",8.6,217,,"June 12, 1994 (France)","David Duchovny,Gillian Anderson,Mitch Pileggi,William B. Davis,Robert Patrick,Tom Braidwood,Bruce Harwood,Dean Haglund,Annabeth Gish,Nicholas Lea,James Pickens Jr.,Sheila Larken,Chris Owens,Don S. Williams,Steven Williams,Jerry Hardin,Laurie Holden,Rebecca Toolan",English,"United States,Canada"
Peep Show,TV Series,"25,m",Comedy,"Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope wi..., ",8.6,54,,"September 19, 2003 (United Kingdom)","David Mitchell,Robert Webb,Matt King,Olivia Colman,Neil Fitzmaurice,Isy Suttie,Paterson Joseph,Sophie Winkleman,Jim Howick,Rachel Blanchard,Elizabeth Marmur,Vera Graziadei,Camilla Beeput,Emily Bruni,Paul Clayton,Cariad Lloyd,Catherine Shepherd,Endy McKay",English,United Kingdom
Parks and Recreation,TV Series,"22,m",Comedy,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,8.6,124,,"June 5, 2015 (France)","Amy Poehler,Jim O'Heir,Nick Offerman,Chris Pratt,Aubrey Plaza,Aziz Ansari,Retta,Rashida Jones,Adam Scott,Rob Lowe,Jay Jackson,Paul Schneider,Ben Schwartz,Mo Collins,Yvans Jourdain,Jon Glaser,Billy Eichner,James Greene",English,United States
Blackadder II,TV Series,"2,h, ,56,m",,,8.6,6,1 Season,"January 9, 1986 (United Kingdom)","Rowan Atkinson,Tony Robinson,Tim McInnerny,Miranda Richardson,Stephen Fry,Patsy Byrne,Tony Aitken,Hugh Laurie,Tom Baker,Holly De Jong,Gabrielle Glaister,Ronald Lacey,Miriam Margolyes,Max Harvey,Simon Jones,Rik Mayall,Cassie Stuart,Bill Wallis",English,United Kingdom
Demon Slayer,TV Series,"25,m","Animation,Action,Adventure","A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his famil..., ",8.7,34,,"April 6, 2019 (France)","Natsuki Hanae,Zach Aguilar,Abby Trott,Akari Kitô,Aleks Le,Hiro Shimono,Yoshitsugu Matsuoka,Bryce Papenbrook,Doug Erholtz,Johnny Yong Bosch,Brook Chalmers,Takahiro Sakurai,Saori Hayami,Erika Harlacher,Takumi Yamazaki,Shinya Takahashi,Hôchû Ôtsuka,Greg Chun",Japanese,Japan
Code Geass: Lelouch of the Rebellion,TV Series,"24,m","Animation,Action,Drama","After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all powerful empire",8.7,54,,"August 23, 2017 (France)","Jun Fukuyama,Takahiro Sakurai,Johnny Yong Bosch,Yukana,Ami Koshimizu,Yuri Lowenthal,Kate Higgins,Karen Strassman,Brian Beacock,Noriaki Sugiyama,Tetsu Shiratori,Akeno Watanabe,Liam O'Brien,Sayaka Ôhara,Kikuko Inoue,Mitsuaki Madono,Kirk Thornton,Deborah Sale Butler",Japanese,Japan
Formule 1: Pilotes de leur destin,TV Series,"40,m","Documentary,Sport",Docuseries following the FIA Formula One World Championship across multiple seasons.,8.6,31,,"March 8, 2019 (France)","Valtteri Bottas,Will Buxton,Pierre Gasly,Lewis Hamilton,Charles Leclerc,Kevin Magnussen,Sergio Pérez,Daniel Ricciardo,Kimi Räikkönen,Carlos Sainz,Lance Stroll,Max Verstappen,Sebastian Vettel,Esteban Ocon,Lando Norris,George Russell,Toto Wolff,Romain Grosjean","Arabic,English",United Kingdom
The Bridge: Bron/Broen,TV Series,"1,h","Crime,Mystery,Thriller","When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find ..., ",8.6,38,,"January 6, 2014 (France)","Sofia Helin,Rafael Pettersson,Sarah Boberg,Dag Malmberg,Kim Bodnia,Puk Scharbau,Thure Lindhardt,Lars Simonsen,Gabriel Flores Jair,Henrik Lundström,Maria Kulle,Julie Carlsen,Emil Birk Hartmann,Anette Lindbäck,Said William Legue,Kristina Brändén Whitaker,Lotte Munk,Vickie Bak Laursen","Swedish,Danish","Sweden,Denmark,Germany"
Mad Men,TV Series,"47,m",Drama,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.",8.6,92,,"November 2, 2008 (France)","Jon Hamm,Elisabeth Moss,Vincent Kartheiser,January Jones,Christina Hendricks,Aaron Staton,Rich Sommer,John Slattery,Kiernan Shipka,Robert Morse,Christopher Stanley,Jessica Paré,Jay R. Ferguson,Michael Gladis,Bryan Batt,Alison Brie,Jared Harris,Kevin Rahm",English,United States
Lonesome Dove,TV Mini Series,"6,h, ,24,m","Adventure,Drama,Western",Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.,8.7,4,1 Season,"February 5, 1989 (United States)","Robert Duvall,Tommy Lee Jones,Danny Glover,Diane Lane,Robert Urich,Frederic Forrest,D.B. Sweeney,Ricky Schroder,Anjelica Huston,Chris Cooper,Timothy Scott,Glenne Headly,Barry Corbin,William Sanderson,Barry Tubb,Gavan O'Herlihy,Steve Buscemi,Frederick Coffin",English,United States
Sarabhai V/S Sarabhai,TV Series,"30,m",Comedy,"The show revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Bombay, whose daughter-in-law is from a middle class Delhi backgro..., ",8.8,79,,"November 8, 2004 (India)","Satish Shah,Ratna Pathak Shah,Sumeet Raghavan,Rupali Ganguly,Rajesh Kumar,Ghanshyam Nayak,Deven Bhojani,Arvind Vaidya,Shilpa Mehta,Rita Bhaduri,Sheetal Thakkar,Vaibhavi Upadhyay,Aishwarya Sakhuja,Gurpal Singh,Gerald Stone,Aatish Kapadia,Jamnadas Majethia,Meher Acharia-Dar","Hindi,Gujarati,English",India
Atlanta,TV Series,"30,m","Comedy,Drama,Music","Based in Atlanta, Earn and his cousin Alfred try to make their way in the world through the rap scene. Along the way they come face to face with social and economic issues touching on race, ..., ",8.6,39,,"May 5, 2017 (France)","Donald Glover,Brian Tyree Henry,LaKeith Stanfield,Zazie Beetz,Khris Davis,RJ Walker,Harold House Moore,Matthew Barnes,Myra Lucretia Taylor,Cranston Johnson,Griffin Freeman,Derrick Haywood,Brandon Hirsch,Diane Sellers,Emmett Hunter,Monique Grant,Dennis L.A. White,Rick Holmes",English,United States
Ramayan,TV Series,"30,m",,,9.0,78,1 Season,"January 25, 1987 (India)","Arun Govil,Deepika Chikhalia,Sunil Lahri,Arvind Trivedi,Dara Singh,Sanjay Jog,Samir Rajda,Shyamsundar Kalani,Vijay Arora,Bal Dhuri,Jayshree Gadkar,Padma Khanna,Rajni Bala,Mukesh Rawal,Nalin Dave,Aparajita,Lalita Pawar,Renu Dhariwal",Hindi,India
Star Trek: La nouvelle génération,TV Series,"44,m","Action,Adventure,Mystery","Set almost 100 years after Captain Kirk's five-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on their own mission to go where no one has gone before..., ",8.6,176,,"December 10, 1996 (France)","Patrick Stewart,Brent Spiner,Jonathan Frakes,LeVar Burton,Marina Sirtis,Michael Dorn,Gates McFadden,Majel Barrett,Wil Wheaton,Colm Meaney,James G. Becker,Denise Crosby,Whoopi Goldberg,Diana Muldaur,Patti Yasutake,Nora Leonhardt,Dennis Madalone,Michelle Forbes","English,Klingon,French",United States
Top Gear,TV Series,"1,h","Adventure,Comedy,Reality-TV","The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.",8.6,315,,"October 20, 2002 (United Kingdom)","Jeremy Clarkson,Richard Hammond,James May,The Stig,Ben Collins,Chris Harris,Matt LeBlanc,Andrew Flintoff,Paddy McGuinness,Rory Reid,The Stig,Perry McCarthy,Sabine Schmitz,Jason Dawe,Andy Wilman,Chris Evans,Josh Cohen,Tom Chilton","English,Italian,German,Spanish,French",United Kingdom
